,movieId,imdbId,"('rating', 'Average Rating')",title,genres,budget,box_office,director,actors,positive_rate
10,19,112281,2.727272727272727,Ace Ventura: When Nature Calls (1995),Comedy,0.00099976689994561,7.617940374514608e-08,Steve Oedekerk,Jim Carrey;Ian McNeice;Simon Callow;Maynard Eziashi;Bob Gunton;Sophie Okonedo;Tommy Davidson;Adewale Akinnuoye-Agbaje;Danny Daniels;Sam Phillips;Damon Standifer;Andrew Steel;Bruce Spence;Tom Grunke;Arsenio 'Sonny' Trinidad;Kristin Norton;Michael Reid MacKay;Kayla Allen;Ken Kirzinger;Dev Kennedy;Patti Tippo;Sabrinah Christie;Warren Sroka;Gene Williams;Leif Tilden;G.W. Bailey;Luke Benko;Binx;Joe Greene;Stacie Johnsen;Patrick Michael Strange,0.125
11,20,113845,2.5,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,0.0022664338621679013,2.7699133449135516e-08,Joseph Ruben,Wesley Snipes;Woody Harrelson;Jennifer Lopez;Robert Blake;Chris Cooper;Joe Grifasi;Scott Sowers;Skipp Sudduth;Vincent Laresca;Nelson Vasquez;Vincent Patrick;Aida Turturro;Alvaleta Guess;Vincent Pastore;David Tawil;Ron Ryan;Gregory McKinney;Mitch Kolpan;Jeremy Roberts;John Norman Thomas;Oni Faida Lampley;Jack O'Connell;Saul Stein;Manny Siverio;John Cenatiempo;Enrico Colantoni;Christopher Anthony Young;Dean Norris;Richard Grove;Steven Randazzo;William Charlton;Moss Porter;Keith Leon Williams;José Zúñiga;Thomas G. Waites;Leikili Mark;Kevin Guy Brown;Bill Nunn;Sharon Schaffer;Angel Caban;Joe Bacino;Jose Soto;Lawrence Gilliard Jr.;Flex Alexander;Michael Artura;Mark Weil;Joseph Wilson Ayesu;Katie Gill;Cody Gill;Bruce Alexander;Anthony Backman;Greg Bronson;John Bryant;Mary L. Davis;Catherine Dudley-Rose;Harrison Freed;Dan Griffin;Patricia Holihan;Kent Klineman;Marshall Dancing Elk Lucas;Scott McKinley;Dale Resteghini;Windi Washington,0.4
12,21,113161,3.49438202247191,Get Shorty (1995),Comedy|Crime|Thriller,0.0010081002352233883,4.128516799986397e-08,Barry Sonnenfeld,John Travolta;Gene Hackman;Rene Russo;Danny DeVito;Dennis Farina;Delroy Lindo;James Gandolfini;Jon Gries;Renee Props;David Paymer;Martin Ferrero;Miguel Sandoval;Jacob Vargas;Linda Hart;Bobby Slayton;Ron Karabatsos;Alison Waddell;Amber Waddell;John Cothran;Jack Conley;Bernard Hocke;Big Daddy Wayne;Jay Montalvo;Carlease Burke;Vito Scotti;Rino Piccolo;Alfred Dennis;Ralph Manza;Zed Frizzelle;Harry Victor;Patrick Breen;Barry Sonnenfeld;Donna W. Scott;Zack Phifer;Greg Goossen;Stephanie Kemp;Rebeca Arthur;Jeffrey Stephan;Ernest 'Chili' Palmer;Leslie Bega;Ray Buffer;Tom Demille;Marlene Dietrich;Brian Reed Garvin;David Groh;Charlton Heston;Harvey Keitel;David Letterman;Penny Marshall;Dean Martin;Bette Midler;Zack Milan;Laura Pursell;Alex Rocco;John Wayne;Orson Welles;Lenny Wilson;Paul Winters,0.68
13,23,112401,3.125,Assassins (1995),Action|Crime|Thriller,0.0016664337221678686,2.988066578900303e-08,Richard Donner,Sylvester Stallone;Antonio Banderas;Julianne Moore;Anatoli Davydov;Muse Watson;Steve Kahan;Kelly Rowan;Reed Diamond;Kai Wulff;Kerry Skalsky;James Douglas Haskins;Stephen Liska;John Harms;Edward J. Rosen;Christina Orchid;Bruce R. Orchid;James Oliver;Sue Carolyn Wise;Ron Ben Jarrett;Marian Collier;Dave Young;Ragna Sigrun;Mark Woodford;Anibal O. Lleras;Marta Labatut;Choco Orta;Ivonne Piazza;Ángel Vázquez;Axel Anderson;David Dollase;Jim Graham;Wally Dalton;Paul Tuerpe;John Procaccino;Nerissa E. Williams;Juan Manuel Lebrón;Eddie Bellaflores;Thomas Helgeland;James W. Gavin;Scott Stuber;Richard Blum;Michael DeCourcey;Whitey Shapiro;Stefan Enriquez;Fulvio Cecere;Shirley Oliver;Eric Sather;Wally Gudgell;J. Mills Goodloe;Peter Sebastian Lackaff;John Lamar;Ernie Hall;Calli Medved;Robert Sanders;Rhonda J. Osborne;Christina Herrera;Cary Sanchez;Frank R. Jimenez Jr.;Jeff King;David 'Shark' Fralick;Bob Minor;Germán Legarreta;Wendy Bowes;Michael Taylor Donovan;Tim Earnheart;Heather L. Hatley;Barbara Anne Klein;Erik L. Nelson;Roger Petan;Willie Quinones;Bruce Reutlinger;Rey-Phillip Santos,0.64
14,31,112792,3.1842105263157894,Dangerous Minds (1995),Drama,0.0007664335121678196,6.43908300102398e-08,John N. Smith,Michelle Pfeiffer;George Dzundza;Courtney B. Vance;Robin Bartlett;Beatrice Winde;John Neville;Lorraine Toussaint;Renoly Santiago;Wade Dominguez;Bruklin Harris;Marcello Thedford;Roberto Alvarez;Richard Grant;Marisela Gonzales;Toni Nichelle Buzhardt;Norris Young;Rahman Ibraheem;Desire Galvez;Wilson Limpo;Raymond Grant;Veronica Robles;Michael Archuleta;Deshanda Carter;Ebony Jerido;Brandi Younger;Asia Minor;Karina Arroyave;Paula Garcés;Ivan Sergei;Mark Prince Edwards;Ismael Archuleta;Skye Bassett;Gaura Vani Buchwald;Cynthia Avila;Roman Cisneros;Camille Winbush;Al Israel;Brian Anthony;Jason Gutman;Lara Spotts;Danny Strong;Boris Vaks;Irene Olga López;Jeff Feringa;Sarah Marshall;Freez Luv;Rico E. Anderson;Janette Andrade;Nathan Bexton;J. Neil Bloomer;Michael George;Kim Giancaterino;Sarah Krasner;Bern Martinez;William Peña;Simon Shelton;Victor Togunde,0.92
15,32,114746,3.983050847457627,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,0.0009664335921678383,6.056009983026235e-08,Terry Gilliam,Joseph Melito;Bruce Willis;Jon Seda;Michael Chance;Vernon Campbell;H. Michael Walls;Bob Adrian;Simon Jones;Carol Florence;Bill Raymond;Ernest Abuba;Irma St. Paule;Madeleine Stowe;Joey Perillo;Bruce Kirkpatrick;Wilfred Williams;Rozwill Young;Brad Pitt;Nell Johnson;Frederick Strother;Rick Warner;Frank Gorshin;Anthony 'Chip' Brienza;Joilet Harris;Drucie McDaniel;John Blaisse;Louis Lippa;Stan Kang;Pat Dias;Aaron Michael Lacey;David Morse;Charles Techman;Jann Ellis;Johnnie Hobbs Jr.;Janet Zappala;Thomas Roy;Harry O'Toole;Korchenko;Chuck Jeffreys;LisaGay Hamilton;Felix Pire;Matt Ross;Barry Price;John Panzarella;Christopher Plummer;Larry Daly;Arthur Fennell;Karl Warren;Christopher Meloni;Paul Meshejian;Robert O'Neill;Kevin Thigpen;Lee Golden;Joseph McKenna;Jeff Tanner;Faith Potts;Michael Ryan Segal;Annie Golden;Lisa Talerico;Stephen Bridgewater;Ray Huffman;Jodi Dawson;Jack Dougherty;Lenny Daniels;Herbert C. Hauls Jr.;Charley Scalies;Carolyn Walker;Tiffany Baldwin;Bart the Bear;C.J. Byrnes;Phillip V. Caruso;Tom Detrik;Donald Faison;Kelly Farnan;Joe Gerety;Laura Glas;Robert Gleason;John Hagy;Adam Hatley;Bonnie Loev;Julie Mabry;Raymond Mamrak;Sal Mazzotta;Roger Pratt;Allelon Ruggiero;Renee Spei;Richard Stanley;Thang;Susan Wool-Rush,0.92
16,34,112431,3.65234375,Babe (1995),Children|Drama,0.00099976689994561,9.115426020683438e-08,Chris Noonan,Christine Cavanaugh;Miriam Margolyes;Danny Mann;Hugo Weaving;Miriam Flynn;Russi Taylor;Evelyn Krape;Michael Edward-Stevens;Charles Bartlett;Paul Livingston;Roscoe Lee Browne;James Cromwell;Magda Szubanski;Zoe Burton;Paul Goddard;Wade Hayward;Brittany Byrnes;Mary Acres;Janet Foye;Pamela Hawken;Karen Gough;David Webb;Marshall Napier;Hec Macmillan;Ken Gregory;Nicholas Lidstone;Trevor Read;Nicholas Blake;Matthew Long;John Doyle;Mike Harris;Ross Bagley;Gemini Barnett;Rachel Davey;Debi Derryberry;Jazz Raycole;Courtland Mead;Kevin Jamal Woods;Jane Alden;Kimberly Bailey;Patrika Darbo;Michelle Davison;Julie Forsyth;Maeve Germaine;Rosanna Huffman;Carlyle King;Tina Lifford;Gennie Nevinson;Mary Linda Phillips;Paige Pollack;Kerry Walker;Barbara Harris;Jacqueline Brennan;Doug Burch;John Erwin;Doris Grau;Tony Hughes;Linda Janssen;Daamen J. Krall;Charlie MacLean;Justin Monjo;Antonia Murphy;Helen O'Connor;Neil Ross;Scott Vernon;Kay E. Kuter;Karl Lewis Miller,1.0
17,36,112818,3.835820895522388,Dead Man Walking (1995),Crime|Drama,0.0003664334188344644,2.980248224179648e-08,Tim Robbins,Susan Sarandon;Sean Penn;Robert Prosky;Raymond J. Barry;R. Lee Ermey;Celia Weston;Lois Smith;Scott Wilson;Roberta Maxwell;Margo Martindale;Barton Heyman;Steve Boles;Nesbitt Blaisdell;Ray Aranha;Larry Pine;Gil Robbins;Kevin Cooney;Clancy Brown;Adele Robbins;Michael Cullen;Peter Sarsgaard;Missy Yager;Jenny Krochmal;Jack Black;Jon Abrahams;Arthur Bridgers;Steve Carlisle;Helen Hester;Eva Amurri Martino;Jack Henry Robbins;Gary 'Buddy' Boe;Amy Long;Dennis Neal;Molly Bryant;Pamela Garmon;Adrian Colon;John D. Wilmot;Margaret Lane;Sally Ann Roberts;Alec Gifford;John Hurlbutt;Mike Longman;Pete Burris;Joan Glover;Florrie Hathorn;Lenore Banks;Idella Cassamier;Marlon Horton;Kenitra Singleton;Palmer Jackson;Johnathan Thomas;Walter Breaux Jr.;Scott Sowers;Cortez Nance Jr.;Adam Nelson;Dalvin Ford;Derek Steeley;Jeremy Knaster;Mary Robbins;Miles Robbins;Marcus Lyle Brown;Joanna Doherty;Anthony Michael Frederick;Thomas McGowan;Rawleigh Moreland;Helen Prejean;Codie Scott,0.88
18,39,112697,3.293269230769231,Clueless (1995),Comedy|Romance,0.0003997667599455773,7.424764784732016e-09,Amy Heckerling,Alicia Silverstone;Stacey Dash;Brittany Murphy;Paul Rudd;Donald Faison;Elisa Donovan;Breckin Meyer;Jeremy Sisto;Dan Hedaya;Aida Linares;Wallace Shawn;Twink Caplan;Justin Walker;Sabastian Rashidi;Herb Hall;Julie Brown;Susan Mohun;Nicole Bilderback;Ron Orbach;Sean Holland;Roger Kabler;Jace Alexander;Josh Lozoff;Carl Gottlieb;Joseph D. Reitman;Anthony Beninati;Micki Duran;Gregg Russell;Jermaine Montell;Danielle Eckert;Dicky Barrett;Marcello Bloisi;Christopher E. Cooper;Monica Eva Foster;Amy Heckerling;Pamela Holt;Michael Klesic;John Kricfalusi;Sam Macaroni;Craig Ponder;Bobbie Sunday Starr;Billy West,0.84
19,44,113855,2.5434782608695654,Mortal Kombat (1995),Action|Adventure|Fantasy,0.0005997668066122549,4.382978307870556e-08,Paul W.S. Anderson,Christopher Lambert;Robin Shou;Linden Ashby;Cary-Hiroyuki Tagawa;Bridgette Wilson-Sampras;Talisa Soto;Trevor Goddard;Chris Casamassa;François Petit;Keith Cooke;Hakim Alston;Kenneth Edwards;John Fujioka;Daniel Haggard;Sandy Helberg;Steven Ho;Peter Jason;Lloyd Kino;Gregory McKinney;Mikal Moore;Brice Stephens;Frank Welker;Ed Boon;Kevin Michael Richardson;Leo Anastasio;Richard Branden;Jaime H. Campos;Deanna Hodges;Leo Lee;Alex Morissen;Gerald Okamura;T.J. Storm;Jeff Wolfe;Tom Woodruff Jr.,0.68
20,46,113347,3.066666666666667,How to Make an American Quilt (1995),Drama|Romance,0.0003331000777233515,1.4768518870641997e-08,Jocelyn Moorhouse,Kaelynn Craddick;Sara Craddick;Kate Capshaw;Adam Baldwin;Winona Ryder;Dermot Mulroney;Ellen Burstyn;Anne Bancroft;Maya Angelou;Alfre Woodard;Lois Smith;Jean Simmons;Kate Nelligan;Denis Arndt;Rip Torn;Derrick O'Connor;Johnathon Schaech;Samantha Mathis;Loren Dean;Melinda Dillon;Krysten Lee Wilson;Kellie Lynn Wilson;Brian McElroy;Michael McElroy;Paige Kettner;Ryanne Kettner;Annie Mae Hunter;Matt Zusser;Ari Meyers;Kaela Green;Joanna Going;Tim Guinee;Jane Alden;David Williams;Richard Jenkins;Tamala Jones;Harvey E. Lee Jr.;Esther Rolle;RaéVen Kelly;Gail Strickland;Debra Stricklin;Jared Leto;María Celedonio;Charles Parks;Claire Danes;Alicia Goranson;Holland Taylor;Will Estes;Jonah Rooney;Mykelti Williamson;Phil De Champlain;Keaton Tyndall;Kylie Tyndall;Christopher Villar,0.76
21,47,114369,3.975369458128079,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,0.0010997669232789488,1.1740170115857085e-07,David Fincher,Morgan Freeman;Andrew Kevin Walker;Daniel Zacapa;Brad Pitt;Gwyneth Paltrow;John Cassini;Bob Mack;Peter Crombie;Reg E. Cathey;R. Lee Ermey;George Christy;Endre Hules;Hawthorne James;William Davidson;Bob Collins;Jimmy Dale Hartsell;Richard Roundtree;Charline Su;Dominique Jennings;Allan Kolman;Beverly Burke;Gene Borkan;Julie Araskog;Mario Di Donato;Alfonso Freeman;John C. McGinley;Harrison White;Bob Stephenson;Michael Reid MacKay;Kevin Spacey;Richard Portnow;Tudor Sherrard;Mark Boone Junior;Pamala Tyson;Lennie Loftin;Sarah Reinhardt;Emily Wagner;Martin Serene;Michael Massee;David Correia;Ron Blair;Jennifer Mueller;Leland Orser;Lexie Bigham;Evan Mirand;Paul Eckstein;Harris Savides;Rachel Flanagan;Heidi Schanz;Brian Evers;Shannon Wilcox;Richard Schiff;James Deeth;John Santin;Charles A. Tamburro;Richmond Arquette;Duffy Gaver;Charles S. Dutton;Gregory Fennell;Rick Lyon;Arthur Max,0.92
22,48,114148,3.147058823529412,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.0018331004277234333,0.12413346740938272,Mike Gabriel;Eric Goldberg,Joe Baker;Christian Bale;Irene Bedard;Billy Connolly;James Apaumut Fall;Mel Gibson;Linda Hunt;John Kassir;Judy Kuhn;Danny Mann;Russell Means;David Ogden Stiers;Michelle St. John;Gordon Tootoosis;Frank Welker;Charlie Adler;Jack Blessing;William Calvert;Philip Clarke;Jennifer Crystal Foley;Jim Cummings;Jennifer Darling;Debi Derryberry;Chad Einbinder;Leigh French;Sierra French-Myerson;Eileen Galindo;Sherry Lynn;Mickie McGowan;Christine Mellor;Phil Proctor;Jan Rabson,0.8
23,50,114814,4.237745098039215,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0.00019976671327889977,1.2356446341097582e-08,Bryan Singer,Stephen Baldwin;Gabriel Byrne;Benicio Del Toro;Kevin Pollak;Kevin Spacey;Chazz Palminteri;Pete Postlethwaite;Suzy Amis;Giancarlo Esposito;Dan Hedaya;Paul Bartel;Carl Bressler;Phillipe Simon;Jack Shearer;Christine Estabrook;Clark Gregg;Morgan Hunter;Ken Daly;Michelle Clunie;Louis Lombardi;Frank Medrano;Ron Gilbert;Vito D'Ambrosio;Gene Lythgow;Bob Elmore;David Powledge;Bob Pennetta;Billy Bates;Smadar Hanson;Castulo Guerra;Peter Rocca;Bert Williams;Jaime H. Campos;John Gillespie;Johnathan Gorman;Peter Greene;Michael McKay;Christopher McQuarrie;Ralph Moratz;Scott B. Morgan;Mike Nyman;Grace Sinden,0.68
24,58,110877,4.027027027027027,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,9.976668994556099e-05,1.969177636168895e-08,Michael Radford;Massimo Troisi,Philippe Noiret;Massimo Troisi;Maria Grazia Cucinotta;Renato Scarpa;Linda Moretti;Sergio Solli;Carlo Di Maio;Nando Neri;Vincenzo Di Sauro;Orazio Stracuzzi;Alfredo Cozzolino;Mariano Rigillo;Anna Bonaiuto;Simona Caparrini;Chuck Riley;Michael J. Tomaso,0.92
